date,county,city,age_group,population,atleast_onedose,fully_vaccinated,boosted,boosted_second,partially_vaccinated
2021-03-16,Suffolk,Revere,20-29 Years,8303,937,601,,,336
2021-03-16,Suffolk,Revere,30-49 Years,17705,2885,1651,,,1234
2021-03-16,Suffolk,Revere,50-64 Years,12184,3078,1487,,,1591
2021-03-16,Suffolk,Revere,65-74 Years,5047,2923,1280,,,1643
2021-03-16,Suffolk,Revere,75+ Years,4312,2687,2096,,,591
2021-03-16,Suffolk,Revere,Total,60849,12613,7155,,,5458
2021-03-16,Middlesex,Newton,0-19 Years,24626,298,108,,,190
2021-03-16,Middlesex,Newton,20-29 Years,12487,1937,1226,,,711
2021-03-16,Middlesex,Newton,30-49 Years,19706,6325,3955,,,2370
2021-03-16,Middlesex,Newton,50-64 Years,17494,6834,3872,,,2962
2021-03-16,Middlesex,Newton,65-74 Years,9938,8403,3492,,,4911
2021-03-16,Middlesex,Newton,75+ Years,7438,7003,5863,,,1140
2021-03-16,Middlesex,Newton,Total,91690,30800,18516,,,12284
2021-03-16,Norfolk,Wellesley,0-19 Years,9572,72,34,,,38
2021-03-16,Norfolk,Wellesley,20-29 Years,4462,387,209,,,178
2021-03-16,Norfolk,Wellesley,30-49 Years,5413,1221,708,,,513
2021-03-16,Norfolk,Wellesley,50-64 Years,5510,1633,806,,,827
2021-03-16,Norfolk,Wellesley,65-74 Years,2621,1885,644,,,1241
2021-03-16,Norfolk,Wellesley,75+ Years,2135,1975,1637,,,338
2021-03-16,Norfolk,Wellesley,Total,29713,7173,4038,,,3135
2021-03-23,Suffolk,Chelsea,0-19 Years,9581,69,34,,,35
2021-03-23,Suffolk,Chelsea,20-29 Years,6170,882,511,,,371
2021-03-23,Suffolk,Chelsea,30-49 Years,11744,2497,1360,,,1137
2021-03-23,Suffolk,Chelsea,50-64 Years,5861,1997,1030,,,967
2021-03-23,Suffolk,Chelsea,65-74 Years,2092,1508,900,,,608
2021-03-23,Suffolk,Chelsea,75+ Years,1471,1193,1005,,,188
2021-03-23,Suffolk,Chelsea,Total,36918,8146,4840,,,3306
2021-03-23,Suffolk,Revere,0-19 Years,13297,137,51,,,86
2021-03-23,Suffolk,Revere,20-29 Years,8303,1216,678,,,538
2021-03-23,Suffolk,Revere,30-49 Years,17705,3628,1913,,,1715
2021-03-23,Suffolk,Revere,50-64 Years,12184,3903,1944,,,1959
2021-03-23,Suffolk,Revere,65-74 Years,5047,3230,1988,,,1242
2021-03-23,Suffolk,Revere,75+ Years,4312,2765,2225,,,540
2021-03-23,Suffolk,Revere,Total,60849,14879,8799,,,6080
2021-03-23,Middlesex,Newton,0-19 Years,24626,447,147,,,300
2021-03-23,Middlesex,Newton,20-29 Years,12487,2352,1321,,,1031
2021-03-23,Middlesex,Newton,30-49 Years,19706,7384,4338,,,3046
